Hubs				Lower bound1		Lower bound2		Current_obj_fun		Best_obj_fun
[6,11,19]      		9235103829.185		-----          		NaN				9076060742.490
[6,11,20]      		11512150772.921		-----          		NaN				9076060742.490
[6,11,21]      		15835331613.147		-----          		NaN				9076060742.490
[6,11,22]      		15782810411.194		-----          		NaN				9076060742.490
[6,11,23]      		13449220596.074		-----          		NaN				9076060742.490
[6,11,24]      		9267879168.193		-----          		NaN				9076060742.490
[6,12,13]      		12795060004.169		-----          		NaN				9076060742.490
[6,12,14]      		12741697734.349		-----          		NaN				9076060742.490
[6,12,15]      		13197827299.196		-----          		NaN				9076060742.490
[6,12,16]      		9924720507.206		-----          		NaN				9076060742.490
[6,12,17]      		9787042740.669		-----          		NaN				9076060742.490
[6,12,18]      		12393489904.171		-----          		NaN				9076060742.490
[6,12,19]      		9939878054.053		-----          		NaN				9076060742.490
[6,12,20]      		12190581579.119		-----          		NaN				9076060742.490
[6,12,21]      		12325090031.665		-----          		NaN				9076060742.490
[6,12,22]      		12687339582.968		-----          		NaN				9076060742.490
[6,12,23]      		12741512739.524		-----          		NaN				9076060742.490
[6,12,24]      		9840973915.407		-----          		NaN				9076060742.490
[6,13,14]      		12925926172.412		-----          		NaN				9076060742.490
[6,13,15]      		14696961917.268		-----          		NaN				9076060742.490
[6,13,16]      		10209682460.299		-----          		NaN				9076060742.490
[6,13,17]      		10075174836.762		-----          		NaN				9076060742.490
[6,13,18]      		14142594710.716		-----          		NaN				9076060742.490
[6,13,19]      		9938050580.339		-----          		NaN				9076060742.490
[6,13,20]      		11812420829.615		-----          		NaN				9076060742.490
[6,13,21]      		14123546239.201		-----          		NaN				9076060742.490
[6,13,22]      		14474200382.667		-----          		NaN				9076060742.490
[6,13,23]      		14430490373.394		-----          		NaN				9076060742.490
[6,13,24]      		10077915940.058		-----          		NaN				9076060742.490
[6,14,15]      		13264574651.941		-----          		NaN				9076060742.490
[6,14,16]      		9898004574.936		-----          		NaN				9076060742.490
[6,14,17]      		9732276805.775		-----          		NaN				9076060742.490
[6,14,18]      		13273533217.838		-----          		NaN				9076060742.490
[6,14,19]      		9826471129.499		-----          		NaN				9076060742.490
[6,14,20]      		12259970587.776		-----          		NaN				9076060742.490
[6,14,21]      		13174947461.907		-----          		NaN				9076060742.490
[6,14,22]      		13544713120.430		-----          		NaN				9076060742.490
[6,14,23]      		12725401736.302		-----          		NaN				9076060742.490
[6,14,24]      		9728917313.788		-----          		NaN				9076060742.490
[6,15,16]      		10251791509.974		-----          		NaN				9076060742.490
[6,15,17]      		10100829516.528		-----          		NaN				9076060742.490
[6,15,18]      		14415056678.466		-----          		NaN				9076060742.490
[6,15,19]      		10036723865.336		-----          		NaN				9076060742.490
[6,15,20]      		12210455756.520		-----          		NaN				9076060742.490
[6,15,21]      		14393981388.506		-----          		NaN				9076060742.490
[6,15,22]      		14743605043.638		-----          		NaN				9076060742.490
[6,15,23]      		14305484638.854		-----          		NaN				9076060742.490
[6,15,24]      		10078028562.653		-----          		NaN				9076060742.490
[6,16,17]      		10288229117.152		-----          		NaN				9076060742.490
[6,16,18]      		9632239898.026		-----          		NaN				9076060742.490
[6,16,19]      		9697006933.714		-----          		NaN				9076060742.490
[6,16,20]      		9511862180.679		-----          		NaN				9076060742.490
[6,16,21]      		9581633853.151		-----          		NaN				9076060742.490
[6,16,22]      		9951970571.227		-----          		NaN				9076060742.490
[6,16,23]      		10154959815.703		-----          		NaN				9076060742.490
[6,16,24]      		10012756505.574		-----          		NaN				9076060742.490
[6,17,18]      		9430690450.728		-----          		NaN				9076060742.490
[6,17,19]      		9668658312.663		-----          		NaN				9076060742.490
[6,17,20]      		9395435448.551		-----          		NaN				9076060742.490
[6,17,21]      		9363257346.896		-----          		NaN				9076060742.490
[6,17,22]      		9763361500.585		-----          		NaN				9076060742.490
[6,17,23]      		10024955304.496		-----          		NaN				9076060742.490
[6,17,24]      		10036658890.901		-----          		NaN				9076060742.490
[6,18,19]      		9325594803.914		-----          		NaN				9076060742.490
[6,18,20]      		11602427050.448		-----          		NaN				9076060742.490
[6,18,21]      		15746338669.806		-----          		NaN				9076060742.490
[6,18,22]      		15789578005.181		-----          		NaN				9076060742.490
[6,18,23]      		13509929746.410		-----          		NaN				9076060742.490
[6,18,24]      		9344557023.871		-----          		NaN				9076060742.490
[6,19,20]      		9644138385.600		-----          		NaN				9076060742.490
[6,19,21]      		9262926549.171		-----          		NaN				9076060742.490
[6,19,22]      		9639558808.378		-----          		NaN				9076060742.490
[6,19,23]      		9898117089.502		-----          		NaN				9076060742.490
[6,19,24]      		9796058052.380		-----          		NaN				9076060742.490
[6,20,21]      		11512194043.365		-----          		NaN				9076060742.490
[6,20,22]      		11886026426.657		-----          		NaN				9076060742.490
[6,20,23]      		11762166115.009		-----          		NaN				9076060742.490
[6,20,24]      		9472357432.358		-----          		NaN				9076060742.490
[6,21,22]      		15873890233.498		-----          		NaN				9076060742.490
[6,21,23]      		13489658324.652		-----          		NaN				9076060742.490
[6,21,24]      		9283990955.472		-----          		NaN				9076060742.490
[6,22,23]      		13839872428.930		-----          		NaN				9076060742.490
[6,22,24]      		9682336936.750		-----          		NaN				9076060742.490
[6,23,24]      		10025370875.442		-----          		NaN				9076060742.490
[7,8,9]        		9919807960.318		-----          		NaN				9076060742.490
[7,8,10]       		10003964453.530		-----          		NaN				9076060742.490
[7,8,11]       		9945939605.300		-----          		NaN				9076060742.490
[7,8,12]       		9771005780.789		-----          		NaN				9076060742.490
[7,8,13]       		9827306050.710		-----          		NaN				9076060742.490
[7,8,14]       		10254826556.317		-----          		NaN				9076060742.490
[7,8,15]       		9827890341.170		-----          		NaN				9076060742.490
[7,8,16]       		9241768160.384		-----          		NaN				9076060742.490
[7,8,17]       		9181754028.008		-----          		NaN				9076060742.490
[7,8,18]       		10074812929.434		-----          		NaN				9076060742.490
[7,8,19]       		9561916435.418		-----          		NaN				9076060742.490
[7,8,20]       		9878176178.995		-----          		NaN				9076060742.490
[7,8,21]       		9955823874.848		-----          		NaN				9076060742.490
[7,8,22]       		10188293215.912		-----          		NaN				9076060742.490
[7,8,23]       		9716820830.442		-----          		NaN				9076060742.490
[7,8,24]       		9248296882.583		-----          		NaN				9076060742.490
[7,9,10]       		13462035423.964		-----          		NaN				9076060742.490
[7,9,11]       		16058476113.187		-----          		NaN				9076060742.490
[7,9,12]       		12451685796.269		-----          		NaN				9076060742.490
[7,9,13]       		14464827230.009		-----          		NaN				9076060742.490
[7,9,14]       		13394165639.523		-----          		NaN				9076060742.490
[7,9,15]       		14500334567.894		-----          		NaN				9076060742.490
[7,9,16]       		9742091892.915		-----          		NaN				9076060742.490
[7,9,17]       		9527282236.548		-----          		NaN				9076060742.490
[7,9,18]       		16205777664.002		-----          		NaN				9076060742.490
[7,9,19]       		9382562226.651		-----          		NaN				9076060742.490
[7,9,20]       		11731586892.127		-----          		NaN				9076060742.490
[7,9,21]       		16065737467.440		-----          		NaN				9076060742.490
[7,9,22]       		16326884408.133		-----          		NaN				9076060742.490
[7,9,23]       		13689757354.743		-----          		NaN				9076060742.490
[7,9,24]       		9437757181.645		-----          		NaN				9076060742.490
[7,10,11]      		13341760135.281		-----          		NaN				9076060742.490
[7,10,12]      		12284263934.166		-----          		NaN				9076060742.490
[7,10,13]      		12716446662.328		-----          		NaN				9076060742.490
[7,10,14]      		13259066388.598		-----          		NaN				9076060742.490
[7,10,15]      		12975960043.465		-----          		NaN				9076060742.490
[7,10,16]      		9407603906.321		-----          		NaN				9076060742.490
[7,10,17]      		9248992161.218		-----          		NaN				9076060742.490
[7,10,18]      		13448664540.555		-----          		NaN				9076060742.490
[7,10,19]      		9331048400.079		-----          		NaN				9076060742.490
[7,10,20]      		11883639565.046		-----          		NaN				9076060742.490
[7,10,21]      		13363420119.883		-----          		NaN				9076060742.490
[7,10,22]      		13584005219.332		-----          		NaN				9076060742.490
[7,10,23]      		12397363614.579		-----          		NaN				9076060742.490
[7,10,24]      		9252048275.061		-----          		NaN				9076060742.490
[7,11,12]      		12158451745.750		-----          		NaN				9076060742.490
[7,11,13]      		14658552137.489		-----          		NaN				9076060742.490
[7,11,14]      		13784825596.612		-----          		NaN				9076060742.490
[7,11,15]      		14134262443.934		-----          		NaN				9076060742.490
[7,11,16]      		9927923847.301		-----          		NaN				9076060742.490
[7,11,17]      		9664436619.001		-----          		NaN				9076060742.490
[7,11,18]      		18958496100.621		-----          		NaN				9076060742.490
[7,11,19]      		9393523133.624		-----          		NaN				9076060742.490
[7,11,20]      		11537604729.181		-----          		NaN				9076060742.490
[7,11,21]      		18948799815.648		-----          		NaN				9076060742.490
[7,11,22]      		18935548510.849		-----          		NaN				9076060742.490
[7,11,23]      		13658773682.893		-----          		NaN				9076060742.490
[7,11,24]      		9484908174.571		-----          		NaN				9076060742.490
[7,12,13]      		12085305782.956		-----          		NaN				9076060742.490
[7,12,14]      		12249059957.620		-----          		NaN				9076060742.490
[7,12,15]      		12454483010.939		-----          		NaN				9076060742.490
[7,12,16]      		9196612920.005		-----          		NaN				9076060742.490
[7,12,17]      		9077054939.616		-----          		NaN				9076060742.490
[7,12,18]      		12252679974.626		-----          		NaN				9076060742.490
[7,12,19]      		9205667216.163		-----          		NaN				9076060742.490
[7,12,20]      		11615044122.009		-----          		NaN				9076060742.490
[7,12,21]      		12141679206.169		-----          		NaN				9076060742.490
[7,12,22]      		12392043569.918		-----          		NaN				9076060742.490
[7,12,23]      		12031742617.525		-----          		NaN				9076060742.490
[7,12,24]      		9121760809.534		-----          		NaN				9076060742.490
[7,13,14]      		12772152602.266		-----          		NaN				9076060742.490
[7,13,15]      		13920002824.587		-----          		NaN				9076060742.490
[7,13,16]      		9877619993.737		-----          		NaN				9076060742.490
[7,13,17]      		9700821982.447		-----          		NaN				9076060742.490
[7,13,18]      		14804295122.135		-----          		NaN				9076060742.490
[7,13,19]      		9470905317.641		-----          		NaN				9076060742.490
[7,13,20]      		11307219550.803		-----          		NaN				9076060742.490
[7,13,21]      		14682461936.731		-----          		NaN				9076060742.490
[7,13,22]      		14940060575.806		-----          		NaN				9076060742.490
[7,13,23]      		14093857354.808		-----          		NaN				9076060742.490
[7,13,24]      		9654252759.822		-----          		NaN				9076060742.490
[7,14,15]      		12773743775.041		-----          		NaN				9076060742.490
[7,14,16]      		9794836303.453		-----          		NaN				9076060742.490
[7,14,17]      		9602192473.116		-----          		NaN				9076060742.490
[7,14,18]      		13936221301.520		-----          		NaN				9076060742.490
[7,14,19]      		9596419303.351		-----          		NaN				9076060742.490
[7,14,20]      		11846652541.997		-----          		NaN				9076060742.490
[7,14,21]      		13768851633.009		-----          		NaN				9076060742.490
[7,14,22]      		14013640585.944		-----          		NaN				9076060742.490
[7,14,23]      		12486399267.044		-----          		NaN				9076060742.490
[7,14,24]      		9538905415.453		-----          		NaN				9076060742.490
[7,15,16]      		9546910152.440		-----          		NaN				9076060742.490
[7,15,17]      		9388617985.464		-----          		NaN				9076060742.490
[7,15,18]      		14280885041.158		-----          		NaN				9076060742.490
[7,15,19]      		9322621443.538		-----          		NaN				9076060742.490
[7,15,20]      		11613002498.006		-----          		NaN				9076060742.490
[7,15,21]      		14152961767.345		-----          		NaN				9076060742.490
[7,15,22]      		14410876401.220		-----          		NaN				9076060742.490
[7,15,23]      		13534170665.932		-----          		NaN				9076060742.490
[7,15,24]      		9361915515.030		-----          		NaN				9076060742.490
[7,16,17]      		10032392426.644		-----          		NaN				9076060742.490
[7,16,18]      		10071699577.205		-----          		NaN				9076060742.490
[7,16,19]      		9319835051.560		-----          		NaN				9076060742.490
[7,16,20]      		9079479267.646		-----          		NaN				9076060742.490
[7,16,21]      		9945824624.297		-----          		NaN				9076060742.490
[7,16,22]      		10179431167.289		-----          		NaN				9076060742.490
[7,16,23]      		9739880283.976		-----          		NaN				9076060742.490
[7,16,24]      		9653770116.558		-----          		NaN				9076060742.490
[7,17,18]      		9789143577.643		-----          		NaN				9076060742.490
[7,17,19]      		9308491219.999		-----          		NaN				9076060742.490
[7,17,21]      		9684780085.446		-----          		NaN				9076060742.490
[7,17,22]      		9912855390.518		-----          		NaN				9076060742.490
[7,17,23]      		9577242596.282		-----          		NaN				9076060742.490
[7,17,24]      		9660935408.729		-----          		NaN				9076060742.490
[7,18,19]      		9517741725.585		-----          		NaN				9076060742.490
[7,18,20]      		11634926972.739		-----          		NaN				9076060742.490
[7,18,21]      		18924857639.735		-----          		NaN				9076060742.490
[7,18,22]      		19025007855.906		-----          		NaN				9076060742.490
[7,18,23]      		13805268267.884		-----          		NaN				9076060742.490
[7,18,24]      		9613700849.206		-----          		NaN				9076060742.490
[7,19,20]      		9225221699.390		-----          		NaN				9076060742.490
[7,19,21]      		9411773528.594		-----          		NaN				9076060742.490
[7,19,22]      		9640662954.256		-----          		NaN				9076060742.490
[7,19,23]      		9384589491.279		-----          		NaN				9076060742.490
[7,19,24]      		9407467046.889		-----          		NaN				9076060742.490
[7,20,21]      		11562166853.692		-----          		NaN				9076060742.490
[7,20,22]      		11780452029.693		-----          		NaN				9076060742.490
[7,20,23]      		11253294998.119		-----          		NaN				9076060742.490
[7,21,22]      		19002007625.861		-----          		NaN				9076060742.490
[7,21,23]      		13683714269.626		-----          		NaN				9076060742.490
[7,21,24]      		9509009819.558		-----          		NaN				9076060742.490
[7,22,23]      		13942657954.100		-----          		NaN				9076060742.490
[7,22,24]      		9739209006.367		-----          		NaN				9076060742.490
[7,23,24]      		9545928594.438		-----          		NaN				9076060742.490
[8,9,10]       		10375308758.002		-----          		NaN				9076060742.490
[8,9,11]       		9821062218.132		-----          		NaN				9076060742.490
[8,9,12]       		10711190679.398		-----          		NaN				9076060742.490
[8,9,13]       		10622483788.460		-----          		NaN				9076060742.490
[8,9,14]       		10593984644.951		-----          		NaN				9076060742.490
[8,9,15]       		10872483040.716		-----          		NaN				9076060742.490
[8,9,16]       		9879086091.706		-----          		NaN				9076060742.490
[8,9,17]       		9820294470.100		-----          		NaN				9076060742.490
[8,9,18]       		9899850939.411		-----          		NaN				9076060742.490
[8,9,19]       		10242794708.278		-----          		NaN				9076060742.490
[8,9,20]       		10517707449.922		-----          		NaN				9076060742.490
[8,9,21]       		9884230062.821		-----          		NaN				9076060742.490
[8,9,22]       		10311889288.764		-----          		NaN				9076060742.490
[8,9,23]       		10562729234.605		-----          		NaN				9076060742.490
[8,9,24]       		9930342350.799		-----          		NaN				9076060742.490
[8,10,11]      		9781106478.479		-----          		NaN				9076060742.490
[8,10,12]      		10326916920.972		-----          		NaN				9076060742.490
[8,10,13]      		10179071005.334		-----          		NaN				9076060742.490
[8,10,14]      		10576869512.864		-----          		NaN				9076060742.490
[8,10,15]      		10318772902.747		-----          		NaN				9076060742.490
[8,10,16]      		9546657346.150		-----          		NaN				9076060742.490
[8,10,17]      		9474369404.688		-----          		NaN				9076060742.490
[8,10,18]      		9880126670.157		-----          		NaN				9076060742.490
[8,10,19]      		9849415151.777		-----          		NaN				9076060742.490
[8,10,20]      		10456024347.912		-----          		NaN				9076060742.490
[8,10,21]      		9748253122.507		-----          		NaN				9076060742.490
[8,10,22]      		10109783543.578		-----          		NaN				9076060742.490
[8,10,23]      		10110923627.409		-----          		NaN				9076060742.490
[8,10,24]      		9534488436.691		-----          		NaN				9076060742.490
[8,11,12]      		9660055949.352		-----          		NaN				9076060742.490
[8,11,13]      		9828989981.770		-----          		NaN				9076060742.490
[8,11,14]      		10119969333.782		-----          		NaN				9076060742.490
[8,11,15]      		9748421842.101		-----          		NaN				9076060742.490
[8,11,16]      		9239270412.386		-----          		NaN				9076060742.490
[8,11,17]      		9175128871.730		-----          		NaN				9076060742.490
[8,11,18]      		10234683085.070		-----          		NaN				9076060742.490
[8,11,19]      		9556290077.632		-----          		NaN				9076060742.490
[8,11,20]      		9683210215.754		-----          		NaN				9076060742.490
[8,11,21]      		10252539808.666		-----          		NaN				9076060742.490
[8,11,22]      		10270557143.610		-----          		NaN				9076060742.490
[8,11,23]      		9690435989.970		-----          		NaN				9076060742.490
[8,11,24]      		9237938811.168		-----          		NaN				9076060742.490
[8,12,13]      		10683221001.037		-----          		NaN				9076060742.490
[8,12,14]      		10566638581.400		-----          		NaN				9076060742.490
[8,12,15]      		10930391755.132		-----          		NaN				9076060742.490
[8,12,16]      		9892656218.214		-----          		NaN				9076060742.490
[8,12,17]      		9860068154.121		-----          		NaN				9076060742.490
[8,12,18]      		9728997834.774		-----          		NaN				9076060742.490
[8,12,19]      		10290357925.546		-----          		NaN				9076060742.490
[8,12,20]      		10669648548.850		-----          		NaN				9076060742.490
[8,12,21]      		9725422535.095		-----          		NaN				9076060742.490
[8,12,22]      		10170898620.916		-----          		NaN				9076060742.490
[8,12,23]      		10633679899.244		-----          		NaN				9076060742.490
[8,12,24]      		9972628208.768		-----          		NaN				9076060742.490
[8,13,14]      		10742470825.375		-----          		NaN				9076060742.490
[8,13,15]      		10999648974.611		-----          		NaN				9076060742.490
[8,13,16]      		10879757306.553		-----          		NaN				9076060742.490
[8,13,17]      		10843874354.163		-----          		NaN				9076060742.490
[8,13,18]      		9860953171.307		-----          		NaN				9076060742.490
[8,13,19]      		11197643308.405		-----          		NaN				9076060742.490
[8,13,20]      		10482695861.564		-----          		NaN				9076060742.490
[8,13,21]      		9961981950.503		-----          		NaN				9076060742.490
[8,13,22]      		10558426346.490		-----          		NaN				9076060742.490
[8,13,23]      		11663715484.462		-----          		NaN				9076060742.490
[8,13,24]      		10981630458.365		-----          		NaN				9076060742.490
[8,14,15]      		10627899500.064		-----          		NaN				9076060742.490
[8,14,16]      		10190873131.434		-----          		NaN				9076060742.490
[8,14,17]      		10133241107.149		-----          		NaN				9076060742.490
[8,14,18]      		10186834652.771		-----          		NaN				9076060742.490
[8,14,19]      		10531145826.424		-----          		NaN				9076060742.490
[8,14,20]      		10671600849.837		-----          		NaN				9076060742.490
[8,14,21]      		10184772705.647		-----          		NaN				9076060742.490
[8,14,22]      		10655443547.443		-----          		NaN				9076060742.490
[8,14,23]      		10615187664.347		-----          		NaN				9076060742.490
[8,14,24]      		10184443232.942		-----          		NaN				9076060742.490
[8,15,16]      		10175207836.504		-----          		NaN				9076060742.490
[8,15,17]      		10131469910.668		-----          		NaN				9076060742.490
[8,15,18]      		9816907822.274		-----          		NaN				9076060742.490
[8,15,19]      		10570664622.614		-----          		NaN				9076060742.490
[8,15,20]      		10618005671.130		-----          		NaN				9076060742.490
[8,15,21]      		9849127780.958		-----          		NaN				9076060742.490
[8,15,22]      		10328705239.259		-----          		NaN				9076060742.490
[8,15,23]      		10947806097.881		-----          		NaN				9076060742.490
[8,15,24]      		10258624365.118		-----          		NaN				9076060742.490
[8,16,17]      		11101022532.073		-----          		NaN				9076060742.490
[8,16,18]      		9269595839.044		-----          		NaN				9076060742.490
[8,16,19]      		11039388236.383		-----          		NaN				9076060742.490
[8,16,20]      		9790302792.250		-----          		NaN				9076060742.490
[8,16,21]      		9363929197.650		-----          		NaN				9076060742.490
[8,16,22]      		9958887884.343		-----          		NaN				9076060742.490
[8,16,23]      		10746801149.770		-----          		NaN				9076060742.490
[8,16,24]      		11018542832.303		-----          		NaN				9076060742.490
[8,17,18]      		9196131885.276		-----          		NaN				9076060742.490
[8,17,19]      		11038993915.436		-----          		NaN				9076060742.490
[8,17,20]      		9723533916.850		-----          		NaN				9076060742.490
[8,17,21]      		9302901061.217		-----          		NaN				9076060742.490
[8,17,22]      		9901265498.470		-----          		NaN				9076060742.490
[8,17,23]      		10710456893.226		-----          		NaN				9076060742.490
[8,17,24]      		11026387597.171		-----          		NaN				9076060742.490
[8,18,19]      		9575939502.458		-----          		NaN				9076060742.490
[8,18,20]      		9760281976.879		-----          		NaN				9076060742.490
[8,18,21]      		10113677385.896		-----          		NaN				9076060742.490
[8,18,22]      		10249180913.977		-----          		NaN				9076060742.490
[8,18,23]      		9731703422.176		-----          		NaN				9076060742.490
[8,18,24]      		9254053733.161		-----          		NaN				9076060742.490
[8,19,20]      		10128996167.140		-----          		NaN				9076060742.490
[8,19,21]      		9710058696.034		-----          		NaN				9076060742.490
[8,19,22]      		10307887872.833		-----          		NaN				9076060742.490
[8,19,23]      		11059853908.150		-----          		NaN				9076060742.490
[8,19,24]      		11160101913.437		-----          		NaN				9076060742.490
[8,20,21]      		9705319101.541		-----          		NaN				9076060742.490
[8,20,22]      		10140497144.574		-----          		NaN				9076060742.490
[8,20,23]      		10437676718.788		-----          		NaN				9076060742.490
[8,20,24]      		9814357790.898		-----          		NaN				9076060742.490
[8,21,22]      		10469394908.477		-----          		NaN				9076060742.490
[8,21,23]      		9822688823.097		-----          		NaN				9076060742.490
[8,21,24]      		9379566074.090		-----          		NaN				9076060742.490
[8,22,23]      		10413049365.385		-----          		NaN				9076060742.490
[8,22,24]      		9989141951.780		-----          		NaN				9076060742.490
[8,23,24]      		10847368071.247		-----          		NaN				9076060742.490
[9,10,11]      		13225611962.984		-----          		NaN				9076060742.490
[9,10,12]      		12854718560.462		-----          		NaN				9076060742.490
[9,10,13]      		13191764417.841		-----          		NaN				9076060742.490
[9,10,14]      		13628928717.703		-----          		NaN				9076060742.490
[9,10,15]      		13593704148.551		-----          		NaN				9076060742.490
[9,10,16]      		9774348878.969		-----          		NaN				9076060742.490
[9,10,17]      		9628948960.130		-----          		NaN				9076060742.490
[9,10,18]      		13323573608.743		-----          		NaN				9076060742.490
[9,10,19]      		9707210496.129		-----          		NaN				9076060742.490
[9,10,20]      		12240765198.063		-----          		NaN				9076060742.490
[9,10,21]      		13215794583.387		-----          		NaN				9076060742.490
[9,10,22]      		13589866896.533		-----          		NaN				9076060742.490
[9,10,23]      		12889406031.440		-----          		NaN				9076060742.490
[9,10,24]      		9627007645.798		-----          		NaN				9076060742.490
[9,11,12]      		12351883537.144		-----          		NaN				9076060742.490
[9,11,13]      		14616490689.115		-----          		NaN				9076060742.490
[9,11,14]      		13210346791.597		-----          		NaN				9076060742.490
[9,11,15]      		14611482437.383		-----          		NaN				9076060742.490
[9,11,16]      		9765088060.144		-----          		NaN				9076060742.490
[9,11,17]      		9509595090.879		-----          		NaN				9076060742.490
[9,11,18]      		16496283284.236		-----          		NaN				9076060742.490
[9,11,19]      		9326676655.722		-----          		NaN				9076060742.490
[9,11,20]      		11506497889.142		-----          		NaN				9076060742.490
[9,11,21]      		16525163885.672		-----          		NaN				9076060742.490
[9,11,22]      		16474980968.189		-----          		NaN				9076060742.490
[9,11,23]      		13830053629.016		-----          		NaN				9076060742.490
[9,11,24]      		9408453250.472		-----          		NaN				9076060742.490
[9,12,13]      		13078951972.909		-----          		NaN				9076060742.490
[9,12,14]      		12913166975.151		-----          		NaN				9076060742.490
[9,12,15]      		13495038357.999		-----          		NaN				9076060742.490
[9,12,16]      		10163249768.601		-----          		NaN				9076060742.490
[9,12,17]      		10026455951.793		-----          		NaN				9076060742.490
[9,12,18]      		12400602085.399		-----          		NaN				9076060742.490
[9,12,19]      		10167822584.098		-----          		NaN				9076060742.490
[9,12,20]      		12375000501.334		-----          		NaN				9076060742.490
[9,12,21]      		12416470759.788		-----          		NaN				9076060742.490
[9,12,22]      		12808892987.605		-----          		NaN				9076060742.490
[9,12,23]      		13027511796.195		-----          		NaN				9076060742.490
[9,12,24]      		10069290861.599		-----          		NaN				9076060742.490
[9,13,14]      		13140076295.845		-----          		NaN				9076060742.490
[9,13,15]      		15419270820.678		-----          		NaN				9076060742.490
[9,13,16]      		10787401338.664		-----          		NaN				9076060742.490
[9,13,17]      		10586136490.470		-----          		NaN				9076060742.490
[9,13,18]      		14665809173.916		-----          		NaN				9076060742.490
[9,13,19]      		10335916145.434		-----          		NaN				9076060742.490
[9,13,20]      		12001206992.614		-----          		NaN				9076060742.490
[9,13,21]      		14771407142.719		-----          		NaN				9076060742.490
[9,13,22]      		15256717494.144		-----          		NaN				9076060742.490
[9,13,23]      		15280504752.336		-----          		NaN				9076060742.490
[9,13,24]      		10552688475.345		-----          		NaN				9076060742.490
[9,14,15]      		13493171027.193		-----          		NaN				9076060742.490
[9,14,16]      		10067624929.513		-----          		NaN				9076060742.490
[9,14,17]      		9906662894.583		-----          		NaN				9076060742.490
[9,14,18]      		13262514490.724		-----          		NaN				9076060742.490
[9,14,19]      		9982018063.190		-----          		NaN				9076060742.490
[9,14,20]      		12378192731.353		-----          		NaN				9076060742.490
[9,14,21]      		13201778901.381		-----          		NaN				9076060742.490
[9,14,22]      		13589583094.049		-----          		NaN				9076060742.490
[9,14,23]      		12946124229.444		-----          		NaN				9076060742.490
[9,14,24]      		9918749301.543		-----          		NaN				9076060742.490
[9,15,16]      		10813118613.199		-----          		NaN				9076060742.490
[9,15,17]      		10606947973.046		-----          		NaN				9076060742.490
[9,15,18]      		14662774695.992		-----          		NaN				9076060742.490
[9,15,19]      		10443812396.886		-----          		NaN				9076060742.490
[9,15,20]      		12420683775.461		-----          		NaN				9076060742.490
[9,15,21]      		14764404750.732		-----          		NaN				9076060742.490
[9,15,22]      		15250301995.656		-----          		NaN				9076060742.490
[9,15,23]      		15028469145.222		-----          		NaN				9076060742.490
[9,15,24]      		10562653613.127		-----          		NaN				9076060742.490
[9,16,17]      		10805142962.274		-----          		NaN				9076060742.490
[9,16,18]      		9825256454.174		-----          		NaN				9076060742.490
[9,16,19]      		10042136703.691		-----          		NaN				9076060742.490
[9,16,20]      		9678956400.071		-----          		NaN				9076060742.490
[9,16,21]      		9955712114.225		-----          		NaN				9076060742.490
[9,16,22]      		10300751037.790		-----          		NaN				9076060742.490
[9,16,23]      		10735280887.412		-----          		NaN				9076060742.490
[9,16,24]      		10474194675.083		-----          		NaN				9076060742.490
[9,17,18]      		9567684323.464		-----          		NaN				9076060742.490
[9,17,19]      		10016612921.843		-----          		NaN				9076060742.490
[9,17,20]      		9564775260.688		-----          		NaN				9076060742.490
[9,17,21]      		9722913006.898		-----          		NaN				9076060742.490
[9,17,22]      		10053179097.552		-----          		NaN				9076060742.490
[9,17,23]      		10538519408.741		-----          		NaN				9076060742.490
[9,17,24]      		10451526285.241		-----          		NaN				9076060742.490
[9,18,19]      		9395584015.583		-----          		NaN				9076060742.490
[9,18,20]      		11590224887.455		-----          		NaN				9076060742.490
[9,18,21]      		16421504053.174		-----          		NaN				9076060742.490
[9,18,22]      		16481133742.797		-----          		NaN				9076060742.490
[9,18,23]      		13879617372.131		-----          		NaN				9076060742.490
[9,18,24]      		9464368110.864		-----          		NaN				9076060742.490
[9,19,20]      		9813880186.287		-----          		NaN				9076060742.490
[9,19,21]      		9397826179.762		-----          		NaN				9076060742.490
[9,19,22]      		9835156475.318		-----          		NaN				9076060742.490
[9,19,23]      		10299622100.885		-----          		NaN				9076060742.490
[9,19,24]      		10178956966.839		-----          		NaN				9076060742.490
[9,20,21]      		11525074188.246		-----          		NaN				9076060742.490
[9,20,22]      		11914555675.853		-----          		NaN				9076060742.490
[9,20,23]      		11954745194.323		-----          		NaN				9076060742.490
[9,20,24]      		9645545261.436		-----          		NaN				9076060742.490
[9,21,22]      		16690924237.041		-----          		NaN				9076060742.490
[9,21,23]      		13984375930.013		-----          		NaN				9076060742.490
[9,21,24]      		9502154421.566		-----          		NaN				9076060742.490
[9,22,23]      		14469464374.709		-----          		NaN				9076060742.490
[9,22,24]      		9947944611.554		-----          		NaN				9076060742.490
[9,23,24]      		10503782857.017		-----          		NaN				9076060742.490
[10,11,12]     		12046101318.125		-----          		NaN				9076060742.490
[10,11,13]     		12476767278.692		-----          		NaN				9076060742.490
[10,11,14]     		13005115374.355		-----          		NaN				9076060742.490
[10,11,15]     		12739900251.375		-----          		NaN				9076060742.490
[10,11,16]     		9175848557.048		-----          		NaN				9076060742.490
[10,11,18]     		13459282393.247		-----          		NaN				9076060742.490
[10,11,19]     		9092627740.424		-----          		NaN				9076060742.490
